triad_id,historian_1_name,historian_2_name,historian_3_name,historian_1_id,historian_2_id,historian_3_id,side_1,side_2,side_3,perimeter,area,min_angle,max_angle,angle_variance,retrieval_query,created_at
1,John Marincola,David F. Noble,Claude S. Fischer,https://openalex.org/A5046659216,https://openalex.org/A5103642316,https://openalex.org/A5002552336,0.8899392038583755,0.8469859957695007,0.8354032188653946,2.572328418493271,0.317623557797325,1.0023981792907084,1.1147048491806293,0.002359956301893872,random_sampling,2026-03-13 15:37:36.880672
2,John Marincola,Nancy C. M. Hartsock,David F. Noble,https://openalex.org/A5046659216,https://openalex.org/A5086786755,https://openalex.org/A5103642316,0.7308110594749451,0.8949691578745842,0.8899392038583755,2.515719421207905,0.29751323137502705,0.8436604075103056,1.1552455355622486,0.020739971785675153,random_sampling,2026-03-13 15:37:57.468382
3,David F. Noble,Gyan Prakash,Claude S. Fischer,https://openalex.org/A5103642316,https://openalex.org/A5101722726,https://openalex.org/A5002552336,0.8541711866855621,0.7843153029680252,0.8469859957695007,2.485472485423088,0.2959812320642777,0.9583176055814342,1.099767018521176,0.003993881490072485,random_sampling,2026-03-13 15:38:22.754459
4,David F. Noble,Gabrielle M. Spiegel,Claude S. Fischer,https://openalex.org/A5103642316,https://openalex.org/A5073828591,https://openalex.org/A5002552336,0.8515259325504303,0.779341533780098,0.8469859957695007,2.477853462100029,0.2940331421779089,0.9533597177689505,1.099292449244599,0.0044206300165864,random_sampling,2026-03-13 15:38:44.783174
5,E.F.K. Koerner,David F. Noble,Arjun Appadurai,https://openalex.org/A5111379049,https://openalex.org/A5103642316,https://openalex.org/A5019075743,0.9244339019060135,0.8652524054050446,0.7169763743877411,2.506662681698799,0.2929202418916026,0.8218708051658318,1.2356045701200902,0.029210804505145762,random_sampling,2026-03-13 15:39:14.814561
6,Nancy C. M. Hartsock,E.F.K. Koerner,David F. Noble,https://openalex.org/A5086786755,https://openalex.org/A5111379049,https://openalex.org/A5103642316,0.6940872669219971,0.9244339019060135,0.8949691578745842,2.5134903267025948,0.2915669067846317,0.7821832669330362,1.2189605083168593,0.03614363144664592,random_sampling,2026-03-13 15:39:38.325963
7,Arnaldo Momigliano,David F. Noble,Claude S. Fischer,https://openalex.org/A5061949360,https://openalex.org/A5103642316,https://openalex.org/A5002552336,0.8413679599761963,0.8469859957695007,0.7724996954202652,2.460853651165962,0.2899231660581283,0.9504454199608657,1.1020403389311657,0.004708366449556345,random_sampling,2026-03-13 15:39:59.420701
8,E.F.K. Koerner,David F. Noble,Claude S. Fischer,https://openalex.org/A5111379049,https://openalex.org/A5103642316,https://openalex.org/A5002552336,0.9244339019060135,0.8469859957695007,0.7081969082355499,2.479616805911064,0.2857497661963707,0.8181766826232653,1.2622124766232317,0.03295938094844939,random_sampling,2026-03-13 15:40:19.082899
9,F. M. L. Thompson,E.F.K. Koerner,David F. Noble,https://openalex.org/A5113835045,https://openalex.org/A5111379049,https://openalex.org/A5103642316,0.6888228356838226,0.9244339019060135,0.8730044662952423,2.4862612038850784,0.28510019885871724,0.7845933307251338,1.2475454259765466,0.03765870004439462,random_sampling,2026-03-13 15:40:39.584303
10,John Marincola,F. M. L. Thompson,David F. Noble,https://openalex.org/A5046659216,https://openalex.org/A5113835045,https://openalex.org/A5103642316,0.7033939957618713,0.8730044662952423,0.8899392038583755,2.466337665915489,0.2841840441768,0.8206145286981531,1.1825682776579571,0.025994927546434884,random_sampling,2026-03-13 15:41:01.582129
